3.0623,2.5912,-9.972
3.023,2.5912,-9.8543
3.0623,2.6304,-10.0113
2.9838,2.5519,-10.0113
2.9838,2.5519,-9.9328
3.023,2.5519,-9.8935
2.9838,2.6304,-9.972
3.023,2.5912,-9.8935
3.023,2.6304,-9.9328
3.023,2.5912,-10.0113
3.0623,2.5519,-9.8543
2.9838,2.5519,-9.9328
2.9838,2.5912,-9.9328
3.1015,2.6697,-10.0898
3.1801,1.8452,-9.4224
3.6512,2.7089,-10.0113
3.8867,2.3949,-10.1683
4.9468,0.1963,-11.0713
5.4571,-0.0785,-10.1683
5.1038,-2.1986,-9.4617
5.1823,-1.1778,-8.5979
5.0253,-0.1178,-8.2053
5.732,0.7852,-8.7942
5.6142,1.1778,-8.5587
5.5357,0.1963,-8.2839
7.1846,0.5496,-9.9328
6.7135,1.6882,-9.5009
5.6142,1.3348,-8.6372
5.6534,0.2356,-8.5979
5.3786,-1.2563,-8.8728
4.986,-0.9422,-8.7157
5.0253,-1.0208,-9.2261
7.6557,-0.3926,-11.5424
7.3416,-0.6282,-11.2676
6.046,-0.2356,-10.0506
5.3786,0.0,-8.6372
4.9075,0.157,-8.0483
4.7897,-0.6282,-8.5194
5.3394,-0.6674,-9.1868
8.3231,0.5889,-12.7595
9.2261,0.9422,-13.1521
7.0275,-0.8637,-12.3669
5.3394,-0.1178,-9.2261
4.5149,-0.7459,-7.9698
4.7897,-0.2748,-7.6164
5.0645,-0.0785,-8.1661
6.1246,0.0,-10.718
7.4594,0.0,-12.8773
9.1083,0.1178,-14.801
8.1268,0.6282,-12.3669
5.0253,0.0785,-8.1268
2.6697,-1.06,-6.0853
3.0623,-1.4134,-7.2631
6.5564,-0.9422,-11.6602
9.5009,0.0393,-13.898
8.8335,0.6674,-12.838
6.4386,-0.0393,-10.0506
5.0253,-0.5496,-8.1661
4.8682,-0.9815,-7.9698
5.2216,-0.2356,-9.1476
6.9098,0.0,-11.5424
8.4409,0.0,-13.3484
7.5379,0.4711,-11.7387
5.2608,0.0393,-8.755
3.4156,-0.7852,-6.7135
3.769,-0.8245,-7.4594
5.8105,-0.2356,-10.0506
8.4409,0.2356,-12.7202
8.0483,0.2356,-12.1706
6.8312,0.0393,-10.3646
5.2216,-0.6282,-8.5194
5.0253,-0.3533,-8.0876
5.8497,-0.1178,-9.5009
6.8705,-0.0393,-11.1891
7.5379,0.157,-12.1706
7.2238,0.6282,-11.1498
5.6927,0.0393,-9.2654
4.1223,-0.5104,-7.5379
3.926,-0.6674,-7.4201
5.8105,-0.2356,-9.7365
7.6164,-0.2356,-12.2491
8.3624,0.3926,-12.3669
6.3601,0.0393,-9.7365
5.0253,-0.3533,-8.0876
4.7112,-0.6282,-7.7342
5.9283,-0.3926,-9.7365
7.1846,0.0393,-11.4247
7.5379,0.1963,-11.8958
6.7527,0.0393,-11.0321
5.4571,-0.0393,-9.1476
4.3971,-0.3533,-7.695
4.2401,-0.5889,-7.7342
5.8497,-0.1178,-9.7365
7.4594,-0.0393,-11.5424
7.5772,-0.0393,-11.8958
6.6349,0.0,-10.1683
5.2608,-0.2356,-8.4016
4.829,-0.6282,-7.9698
5.7712,-0.4319,-9.5794
6.9098,-0.157,-11.2676
7.4201,0.4319,-11.4247
6.5957,0.157,-10.6002
5.6142,-0.157,-9.3831
4.3579,-0.5889,-7.8127
4.6327,-0.2356,-8.0483
5.8497,-0.2356,-9.8935
7.0668,-0.3533,-11.2676
7.0275,-0.0393,-10.875
6.2031,0.0,-9.6972
5.5749,-0.5104,-8.9513
5.3786,-0.5889,-8.7157
5.6534,-0.3533,-9.4224
6.3601,0.0,-10.2861
6.949,0.0785,-11.0321
6.7527,0.1963,-10.6395
5.3394,-0.1963,-8.9513
4.5149,-0.5104,-7.9698
4.9468,-0.3533,-8.4409
5.9675,-0.1963,-9.7757
6.9098,-0.157,-10.9143
6.8312,0.1178,-10.4039
6.1246,-0.1178,-9.5794
5.5749,-0.3926,-8.8335
5.4571,-0.5889,-8.912
5.732,-0.157,-9.3439
6.3994,0.0,-10.2469
6.5564,0.0393,-10.4824
5.9283,-0.0785,-9.7365
5.1038,-0.3533,-8.7157
4.9075,-0.3533,-8.4016
5.3001,-0.1963,-8.8728
6.2031,-0.2748,-10.0506
6.6349,-0.0393,-10.3646
6.2031,-0.3141,-9.8543
6.0068,-0.3141,-9.3831
5.5749,-0.4711,-8.8335
5.6142,-0.4319,-9.0691
6.0068,-0.1963,-9.7757
6.2816,0.0,-10.1291
6.3209,0.0393,-10.1683
5.6534,-0.0393,-9.3046
5.1038,-0.2748,-8.6372
5.0253,-0.3926,-8.5194
5.5749,-0.2356,-9.2261
6.1638,-0.3533,-10.0113
6.5172,-0.0393,-10.0506
6.1246,-0.157,-9.658
5.8105,-0.3926,-9.1868
5.5749,-0.4711,-8.9513
5.732,-0.157,-9.1476
6.0853,-0.0393,-9.658
6.2816,-0.157,-10.1683
5.8497,0.0,-9.658
5.5357,-0.0393,-9.0691
5.1038,-0.0785,-8.4802
5.2216,-0.3926,-8.8728
5.6927,-0.3141,-9.4617
6.2031,0.0,-9.8543
6.4386,0.0,-9.8935
6.1638,-0.157,-9.5402
5.8497,-0.2748,-9.1083
5.6534,-0.3533,-8.9905
6.0068,-0.0393,-9.5009
6.046,0.0,-9.6972
6.1246,-0.0393,-9.8543
5.732,0.0,-9.4224
5.4179,-0.0393,-8.9905
5.1038,-0.3533,-8.6372
5.1823,-0.4319,-8.8335
5.8105,-0.3533,-9.4224
6.3994,-0.0393,-9.8935
6.2423,-0.2356,-9.815
5.889,-0.4319,-9.2654
5.7712,-0.3141,-9.1083
5.732,-0.3533,-9.1476
5.9283,-0.2356,-9.6972
5.9675,-0.2748,-9.7365
5.9283,-0.0393,-9.5402
5.5749,-0.157,-9.2261
5.3394,-0.2748,-8.912
5.3394,-0.5104,-9.0298
5.4571,-0.5889,-9.1476
5.9283,-0.3533,-9.5009
6.1638,-0.3141,-9.7365
5.9283,-0.3926,-9.4224
5.889,-0.5104,-9.3831
5.9675,-0.2748,-9.4224
5.889,-0.2748,-9.3831
5.889,-0.2748,-9.5009
5.889,-0.0785,-9.5402
5.5749,-0.3141,-9.3439
5.4571,-0.4319,-9.2654
5.5749,-0.1963,-9.1476
5.5357,-0.3533,-9.1476
5.6927,-0.3533,-9.3046
5.7712,-0.5104,-9.5009
5.9675,-0.1963,-9.4224
5.8497,-0.4319,-9.3439
5.6534,-0.3926,-9.0691
5.6534,-0.5104,-9.1868
5.8105,-0.3533,-9.3439
5.889,-0.4319,-9.6972
5.6927,-0.5104,-9.5009
5.6534,-0.2748,-9.3046
5.3786,-0.5496,-9.0691
5.3001,-0.7459,-9.1476
5.5357,-0.5496,-9.1476
5.7712,-0.3533,-9.3831
5.889,-0.2356,-9.2654
5.6142,-0.3533,-9.0298
5.732,-0.7067,-9.4617
5.8105,-0.157,-8.9905
5.732,0.2356,-8.6372
5.6142,0.0,-8.7157
5.732,-0.3533,-9.1476
5.8497,-0.0393,-8.9905
5.8105,0.0,-8.912
5.7712,-0.1178,-8.9905
5.889,-0.8245,-9.5009
6.0853,-1.3741,-9.9328
5.9283,-1.4134,-9.8935
5.1038,0.0393,-12.681
4.9075,-0.2356,-9.6972
3.6119,1.3348,-9.6972
2.4734,2.7089,-9.972
3.0623,2.6697,-9.972
3.0623,2.6697,-9.8935
3.0623,2.5519,-9.9328
3.0623,2.5519,-9.8543
3.023,2.5519,-9.8935
3.0623,2.5519,-9.8935
3.023,2.5519,-9.8935
3.0623,2.5519,-9.8935
3.0623,2.5912,-9.815
3.0623,2.5912,-9.8935
3.0623,2.5912,-9.8935
3.023,2.5519,-9.8935
3.0623,2.5519,-9.8543
3.0623,2.5912,-9.8935
3.023,2.5519,-9.9328
3.0623,2.5912,-9.8543
3.0623,2.5912,-9.9328
3.023,2.5912,-9.8543
3.0623,2.5912,-9.8935
3.023,2.5519,-9.8935
3.0623,2.5519,-9.8543
3.023,2.6304,-9.8543
3.023,2.5912,-9.8543
3.0623,2.5912,-9.8935
3.023,2.5519,-9.9328
3.023,2.5519,-9.8935
3.0623,2.5912,-9.8935
3.0623,2.5519,-9.815
3.0623,2.5519,-9.8543
3.0623,2.5912,-9.8935
3.023,2.5912,-9.8935
3.0623,2.5519,-9.8935
3.0623,2.5519,-9.8935
3.023,2.5912,-9.8543
3.023,2.5519,-9.8935
3.0623,2.5519,-9.8935
3.0623,2.5519,-9.8935
3.023,2.5519,-9.8543
3.023,2.5912,-9.8543
3.023,2.5126,-9.815
3.023,2.5912,-9.8543
3.0623,2.5912,-9.8543
3.0623,2.5519,-9.8935
3.023,2.5912,-9.8543
3.0623,2.5519,-9.8543
3.0623,2.5912,-9.8935
2.9838,2.5519,-9.8935
3.023,2.5912,-9.815
3.023,2.5519,-9.8543
3.023,2.5912,-9.8543
3.0623,2.5519,-9.8935
3.023,2.5519,-9.8935
2.9445,2.5519,-9.8543
3.023,2.5912,-9.8543
3.023,2.5912,-9.8935
3.0623,2.5912,-9.8543
3.0623,2.5912,-9.815
3.0623,2.5912,-9.8935
3.023,2.5912,-9.8935
3.023,2.5519,-9.8935
3.0623,2.5519,-9.8935
3.023,2.5519,-9.8543
3.0623,2.5519,-9.9328
3.0623,2.5519,-9.815
3.0623,2.5912,-9.8543
3.0623,2.5519,-9.8935
2.9838,2.5912,-9.8543
3.023,2.6304,-9.8935
3.023,2.5519,-9.8543
3.023,2.5519,-9.8543
2.9838,2.5912,-9.8935
3.023,2.5912,-9.8935
3.023,2.5912,-9.8543
